internationalSecNumber,typeOfSubmission,description,url,dateModified
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Update on Sale of Lafarge South Africa Holdings,https://doclib.ngxgroup.com/Financial_NewsDocs/27271_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-31T19:39:33Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Rescheduled Court Ordered Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/27222_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-30T16:31:53Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Annual General Meeting Resolutions,https://doclib.ngxgroup.com/Financial_NewsDocs/26800_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-25T11:09:10Z
NGWAPCO00002,Corporate Actions,Lafarge Africa - Appointment of Non-Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/26761_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-23T09:37:16Z
NGWAPCO00002,Corporate Actions,Lafarge Africa - Performance Overview for Q2 and Half Year 2019,https://doclib.ngxgroup.com/Financial_NewsDocs/26760_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-23T09:36:30Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Court Order on Proposed Merger,https://doclib.ngxgroup.com/Financial_NewsDocs/26727_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-18T17:02:52Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Court Orderd Meeting with Lafarge Ready Mix,https://doclib.ngxgroup.com/Financial_NewsDocs/26728_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-18T17:01:27Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Update on Proposed Merger with Lafarge Ready Mix Limited,https://doclib.ngxgroup.com/Financial_NewsDocs/26726_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-18T16:50:47Z
NGWAPCO00002,Corporate Actions,Lafarge Africa - Notice of 60th Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/26493_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-28T19:22:24Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/26420_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-20T16:45:09Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Redemption of N26.4 Billion Bond,https://doclib.ngxgroup.com/Financial_NewsDocs/26407_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-19T15:31:52Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Explanatory Note on Proposed Related Party Transaction,https://doclib.ngxgroup.com/Financial_NewsDocs/26406_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-19T15:30:07Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Q1 Performance Overview,https://doclib.ngxgroup.com/Financial_NewsDocs/26400_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-19T15:25:36Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Resolutions from Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/26395_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-19T15:21:11Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Further delay in Filing 2018 Audited Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/26344_LAFARGE_AFRICA_PLC_-_CONTINOUS_DEL_CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-10T11:21:55Z
NGWAPCO00002,Corporate Actions,Lafarge Africa - Delay in Filing Q1 Unaudited Financial Statement for the Period Ended 31 March 2019,https://doclib.ngxgroup.com/Financial_NewsDocs/25912_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-26T09:47:11Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Changes on the Board,https://doclib.ngxgroup.com/Financial_NewsDocs/25668_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-02T12:49:04Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Delay in Filing 2018 Audited Account,https://doclib.ngxgroup.com/Financial_NewsDocs/25488_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-29T12:32:28Z
NGWAPCO00002,Corporate Actions,"Lafarge Africa Plc: Listing of Additional 7,434,367,256 Ordinary Shares",https://doclib.ngxgroup.com/Financial_NewsDocs/MARKET%20BULLETIN%20-%20LAFARGE%20RIGHTS%202019.pdf,2019-03-27T15:12:11Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Board Changes and Adjournement of Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/25363_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-22T13:30:39Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Announcement of Results of Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/25236_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-11T08:33:27Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Board Approval of Allotment of Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/25021_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_FEBRUARY_2019.pdf,2019-02-19T07:14:58Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/24604_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-18T06:52:39Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Opening and Closing Dates of Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/24603_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-18T06:49:48Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Announcement of Proposed Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/24515_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-04T12:07:05Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Emergency Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/24513_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-03T08:08:01Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Changes on the Board,https://doclib.ngxgroup.com/Financial_NewsDocs/24409_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_NOVEMBER_2018.pdf,2018-11-07T16:16:45Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Explanatory Notes to the Q3 2018 Results,https://doclib.ngxgroup.com/Financial_NewsDocs/24206_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2018.pdf,2018-10-30T07:10:28Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Emergency Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/23910_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2018.pdf,2018-10-16T09:37:29Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Extra-Ordinary General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/23501_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-27T07:12:40Z
NGWAPCO00002,Corporate Actions,Lafarge Africa - Board Changes,https://doclib.ngxgroup.com/Financial_NewsDocs/22945_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-24T06:34:11Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/22742_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-02T16:10:30Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Payment of Dividend from Pioneer profit,https://doclib.ngxgroup.com/Financial_NewsDocs/21707_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-10T15:30:00Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/21697_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-10T07:03:50Z
NGWAPCO00002,Corporate Actions,Lafarge Aprica Plc - Board Changes,https://doclib.ngxgroup.com/Financial_NewsDocs/21685_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-09T09:31:54Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Delay in filing 2017 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/21612_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-04T16:52:44Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Postponement of Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/21362_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-26T10:56:54Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Rights Issue Allotment,https://doclib.ngxgroup.com/Financial_NewsDocs/21255_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-16T16:37:54Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Board Approval of Audited Accts,https://doclib.ngxgroup.com/Financial_NewsDocs/21026_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-02T07:27:00Z
NGWAPCO00002,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Lafarge Africa Plc - Board Approval of Acct')])",https://doclib.ngxgroup.com/Financial_NewsDocs/20870_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_FEBRUARY_2018.pdf,2018-02-15T07:30:25Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/20867_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_FEBRUARY_2018.pdf,2018-02-14T08:57:50Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Appointment of new Company Secretary,https://doclib.ngxgroup.com/Financial_NewsDocs/20553_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_DECEMBER_2017.pdf,2017-12-13T09:35:02Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Information on Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/20461_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-30T06:48:49Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Opening of Rights,https://doclib.ngxgroup.com/Financial_NewsDocs/Lafarge%20Africa%20Plc%20-%20Opening%20of%20Rights.pdf,2017-11-24T14:48:11Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Proposed Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/Lafarge%20Africa%20-%20Proposed%20Rights%20Issue.pdf,2017-11-01T15:47:11Z
NGWAPCO00002,Corporate Actions,LAFARGE WAPCO PLC.,https://doclib.ngxgroup.com/Financial_NewsDocs/19728_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2017.pdf,2017-10-03T13:02:19Z
NGWAPCO00002,Corporate Actions,LAFARGE - PROPOSED RIGHTS ISSUE,https://doclib.ngxgroup.com/Financial_NewsDocs/19692_LAFARGE_-_PROPOSED_RIGHTS_ISSUE_CORPORATE_ACTIONS_SEPTEMBER_2017.pdf,2017-09-27T17:11:37Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - PROPOSED MERGER,https://doclib.ngxgroup.com/Financial_NewsDocs/19684_LAFARGE_AFRICA_-_PROPOSED_MERGER_CORPORATE_ACTIONS_SEPTEMBER_2017.pdf,2017-09-27T08:23:50Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/19658_LAFARGE_AFRICA_-_CLOSED_PERIOD_CORPORATE_ACTIONS_SEPTEMBER_2017.pdf,2017-09-22T12:45:12Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - PROPOSED MERGER,https://doclib.ngxgroup.com/Financial_NewsDocs/19306_LAFARGE_AFRICA_-_PROPOSED_MERGER_CORPORATE_ACTIONS_AUGUST_2017.pdf,2017-08-04T17:40:37Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - NOTICE OF APPOINTMENT OF ACTING COMPANY SECRETARY,https://doclib.ngxgroup.com/Financial_NewsDocs/LAFARGE%20AFRICA%20PLC%20-%20NOTICE%20OF%20APPOINTMENT%20OF%20ACTING%20COMPANY%20SECRETARY.pdf,2017-07-04T08:21:44Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - PRESS RELEASE,https://doclib.ngxgroup.com/Financial_NewsDocs/18411_LAFARGE_AFRICA_-_PRESS_RELEASE_CORPORATE_ACTIONS_JUNE_2017.pdf,2017-06-12T08:27:00Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - PROPOSED RIGHTS,https://doclib.ngxgroup.com/Financial_NewsDocs/18143_LAFARGE_AFRICA_-_PROPOSED_RIGHTS_CORPORATE_ACTIONS_MAY_2017.pdf,2017-05-15T12:57:26Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - Q1 HIGHLIGHTS,https://doclib.ngxgroup.com/Financial_NewsDocs/17633_LAFARGE_AFRICA_-_Q1_HIGHLIGHTS_CORPORATE_ACTIONS_APRIL_2017.pdf,2017-04-24T08:27:50Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - RESIGNATION,https://doclib.ngxgroup.com/Financial_NewsDocs/16835_LAFARGE_AFRICA_-_RESIGNATION_CORPORATE_ACTIONS_MARCH_2017.pdf,2017-03-22T12:39:29Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA PLC BOARD MEETING,https://doclib.ngxgroup.com/Financial_NewsDocs/16421_LAFARGE_AFRICA_PLC_BOARD_MEETING_CORPORATE_ACTIONS_FEBRUARY_2017.pdf,2017-02-14T07:39:32Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA -Q3 2016 HIGHLIGHTS,https://doclib.ngxgroup.com/Financial_NewsDocs/15534_LAFARGE_AFRICA_-Q3_2016_HIGHLIGHTS_CORPORATE_ACTIONS_OCTOBER_2016.pdf,2016-10-31T12:08:46Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA PLC - APPOINTMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/15056_LAFARGE_AFRICA_PLC_-_APPOINTMENT_CORPORATE_ACTIONS_OCTOBER_2016.pdf,2016-10-04T10:43:27Z
NGWAPCO00002,Corporate Actions,LAFARGE Q2 2016 PROFIT WARNING,https://doclib.ngxgroup.com/Financial_NewsDocs/14180_LAFARGE_Q2_2016_PROFIT_WARNING_CORPORATE_ACTIONS_JULY_2016.pdf,2016-07-08T09:17:09Z
NGWAPCO00002,Corporate Actions,LAFARGE - BOND ISSUANCE,https://doclib.ngxgroup.com/Financial_NewsDocs/13896_LAFARGE_-_BOND_ISSUANCE_CORPORATE_ACTIONS_JUNE_2016.pdf,2016-06-07T15:03:33Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - NOTICE OF AGM,https://doclib.ngxgroup.com/Financial_NewsDocs/13820_LAFARGE_AFRICA_-_NOTICE_OF_AGM_CORPORATE_ACTIONS_MAY_2016.pdf,2016-05-27T11:07:43Z
NGWAPCO00002,Corporate Actions,LAFARGE - ACQUISITION OF UNICEM,https://doclib.ngxgroup.com/Financial_NewsDocs/13705_LAFARGE_-_ACQUISITION_OF_UNICEM_CORPORATE_ACTIONS_MAY_2016.pdf,2016-05-12T14:25:54Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - Q1 SUMMARY,https://doclib.ngxgroup.com/Financial_NewsDocs/13455_LAFARGE_AFRICA_-_Q1_SUMMARY_CORPORATE_ACTIONS_APRIL_2016.pdf,2016-04-28T15:19:30Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA CHANGE OF AGM DATE,https://doclib.ngxgroup.com/Financial_NewsDocs/13356_LAFARGE_AFRICA_CHANGE_OF_AGM_DATE_CORPORATE_ACTIONS_APRIL_2016.pdf,2016-04-21T11:48:55Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA - BOARD MEETING,https://doclib.ngxgroup.com/Financial_NewsDocs/12481_LAFARGE_AFRICA_-_BOARD_MEETING_CORPORATE_ACTIONS_MARCH_2016.pdf,2016-03-03T16:56:13Z
NGWAPCO00002,Corporate Actions,LAFARGE WAPCO PLC.,https://doclib.ngxgroup.com/Financial_NewsDocs/11105_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2015.pdf,2015-10-22T22:52:51Z
NGWAPCO00002,Corporate Actions,LAFARGE Q2 FINACIAL HIGHLIGHT,https://doclib.ngxgroup.com/Financial_NewsDocs/10394_LAFARGE_Q2_FINACIAL_HIGHLIGHT_CORPORATE_ACTIONS_JULY_2015.pdf,2015-07-29T15:50:32Z
NGWAPCO00002,Corporate Actions,LAFARGE GROUP MERGER WITH HOLCIM,https://doclib.ngxgroup.com/Financial_NewsDocs/10249_LAFARGE_GROUP_MERGER_WITH_HOLCIM_CORPORATE_ACTIONS_JULY_2015.pdf,2015-07-15T17:10:54Z
NGWAPCO00002,Board Meeting (BM),LAFARGE AFRICA PLC.- NOTICES OF BOARD MEETING (BM) - NOTICE,https://doclib.ngxgroup.com/Financial_NewsDocs/32992_LAFARGE_AFRICA_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _N.pdf,2021-04-13T18:37:54Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA PLC.-FY 2020 PRESS RELEASE,https://doclib.ngxgroup.com/Financial_NewsDocs/32664_LAFARGE_AFRICA_PLC FY_2020_PRESS_RELEASE_CORPORATE_AC.pdf,2021-03-24T08:19:17Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA PLC.-CORPORATE ACTIONS ANNOUNCEMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/32661_LAFARGE_AFRICA_PLC CORPORATE_ACTIONS_ANNOUNCEMENT_COR.pdf,2021-03-24T08:18:14Z
NGWAPCO00002,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'LAFARGE AFRICA PLC.-LAFARGE AFRICA PLC NIGERIAN CODE OF CORPORATE GOVERNANCE RETURN')])",https://doclib.ngxgroup.com/Financial_NewsDocs/32530_LAFARGE_AFRICA_PLC LAFARGE_AFRICA_PLC_NIGERIAN_CODE_O.pdf,2021-03-03T18:30:37Z
NGWAPCO00002,Board Meeting (BM),LAFARGE AFRICA PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/32517_LAFARGE_AFRICA_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _N.pdf,2021-03-02T11:31:04Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA PLC.-NOTICE OF DIVESTMENT IN CONTINENTAL BLUE INVESTMENT GHANA LIMITED,https://doclib.ngxgroup.com/Financial_NewsDocs/32194_LAFARGE_AFRICA_PLC NOTICE_OF_DIVESTMENT_IN_CONTINENTA.pdf,2021-01-21T07:13:41Z
NGWAPCO00002,Board Meeting (BM),LAFARGE AFRICA PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/32189_LAFARGE_AFRICA_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _N.pdf,2021-01-19T19:25:42Z
NGWAPCO00002,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'LAFARGE AFRICA PLC. - 2019 SUSTAINABILITY REPORT')])",https://doclib.ngxgroup.com/Financial_NewsDocs/32053_LAFARGE_AFRICA_PLC LAFARGE_AFRICA_PLC_SUSTAINABILITY_.pdf,2020-12-21T13:21:10Z
NGWAPCO00002,Corporate Actions,LAFARGE AFRICA PLC.-NOTICE OF BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/32029_LAFARGE_AFRICA_PLC NOTICE_OF_BOARD_CHANGES_CORPORATE_.pdf,2020-12-14T14:30:35Z
NGWAPCO00002,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'LAFARGE AFRICA PLC.-LAP Q3 2020 PRESS RELEASE')])",https://doclib.ngxgroup.com/Financial_NewsDocs/31688_LAFARGE_AFRICA_PLC LAP_Q3_2020_PRESS_RELEASE__CORPORA.pdf,2020-10-23T17:22:35Z
NGWAPCO00002,Board Meeting (BM),LAFARGE AFRICA PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/31568_LAFARGE_AFRICA_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _N.pdf,2020-10-07T12:38:27Z
NGWAPCO00002,Board Meeting (BM),"OrderedDict([('@xml:space', 'preserve'), ('#text', 'LAFARGE AFRICA PLC.- NOTICE OF EMERGENCY BOARD MEETING')])",https://doclib.ngxgroup.com/Financial_NewsDocs/31551_LAFARGE_AFRICA_PLC _NOTICES_OF_BOARD_MEETING_(BM)_ _N.pdf,2020-10-06T07:38:11Z
NGWAPCO00002,Corporate Actions,LAFARGE WAPCO PLC.-PRESS RELEASE,https://doclib.ngxgroup.com/Financial_NewsDocs/30995_LAFARGE_WAPCO_PLC.-PRESS_RELEASE_CORPORATE_ACTIONS_JUL.pdf,2020-07-26T09:48:14Z
NGWAPCO00002,Board Meeting (BM),LAFARGE AFRICA PLC- NOTICES OF BOARD MEETING AND CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/30829_LAFARGE_WAPCO_PLC.-_NOTICES_OF_BOARD_MEETING_(BM)_-_NO.pdf,2020-07-06T22:01:19Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Resolutions Passed at the 61st Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/30416_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2020.pdf,2020-06-08T08:43:37Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Appointment of an Independent Non-Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/30369_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2020.pdf,2020-06-03T20:48:41Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Link to Livestreaming of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/30354_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JUNE_2020.pdf,2020-06-02T10:52:25Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Financial Highlights for 2020 Q1 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/30014_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-20T16:08:40Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Annual General Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/29952_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-11T16:44:31Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Voluntary Retirement of the Chairman of Board of Directors,https://doclib.ngxgroup.com/Financial_NewsDocs/29921_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-08T11:38:48Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/29766_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-27T14:36:15Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Board Changes,https://doclib.ngxgroup.com/Financial_NewsDocs/29627_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-08T12:10:01Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/29620_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-07T11:10:57Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/29592_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-06T14:07:46Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Financial Highlights for 2019 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/29593_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_APRIL_2020.pdf,2020-04-06T14:06:26Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc: Notification of Closed Period and Board Meeting - 2019 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/29399_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_MARCH_2020.pdf,2020-03-16T18:28:52Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Resignation of Non-Executive Director,https://doclib.ngxgroup.com/Financial_NewsDocs/28957_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JANUARY_2020.pdf,2020-01-31T18:14:18Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Change in Management Leadership,https://doclib.ngxgroup.com/Financial_NewsDocs/28458_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-20T07:33:54Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Appointment of Chief Financial Officer,https://doclib.ngxgroup.com/Financial_NewsDocs/28074_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-30T11:29:43Z
NGWAPCO00002,Corporate Actions,Lafarge Africa - Performance Review for the Period Ended 30 September 2019,https://doclib.ngxgroup.com/Financial_NewsDocs/27950_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-28T14:34:10Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Statement on Alleged SEC Probe,https://doclib.ngxgroup.com/Financial_NewsDocs/27848_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-22T14:26:10Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Resignation of Chief Finance Officer,https://doclib.ngxgroup.com/Financial_NewsDocs/27567_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-18T12:29:06Z
NGWAPCO00002,Corporate Actions,Lafarge Africa Plc - Update on Sale of Lafarge South Africa Holdings,https://doclib.ngxgroup.com/Financial_NewsDocs/27271_LAFARGE_WAPCO_PLC._CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-31T19:39:33Z
